INSERT INTO
bookhasauthor(isbn, authorId)
(1000001999,'20'),
(1000001999,'27'),
(1000002000,'8'),
(1000002000,'9'),
(1000002001,'21'),
(1000002001,'22'),
(1000002002,'30'),
(1000002002,'10'),
(1000002003,'28'),
(1000002004,'23'),
(1000002004,'11'),
(1000002004,'12'),
(1000002005,'29'),
(1000002005,'13'),
(1000002006,'14'),
(1000002006,'15'),
(1000002007,'24'),
(1000002007,'25'),
(1000002007,'1'),
(1000002008,'2'),
(1000002009,'26'),
(1000002009,'16'),
(1000002010,'17'),
(1000002010,'3'),
(1000002011,'4'),
(1000002011,'5'),
(1000002011,'18'),
(1000002012,'6'),
(1000002012,'7'),
(1000002012,'19'),
(1000002013,'20'),
(1000002014,'27'),
(1000002015,'8'),
(1000002016,'9'),
(1000002017,'21'),
(1000002018,'22'),
(1000002018,'30'),
(1000002019,'10'),
(1000002019,'28'),
(1000002019,'23'),
(1000002020,'11'),
(1000002021,'12'),
(1000002022,'29'),
(1000002022,'13'),
(1000002022,'14'),
(1000002023,'15'),
(1000002023,'24'),
(1000002023,'25'),
(1000002024,'1'),
(1000002024,'2'),
(1000002025,'26'),
(1000002025,'16'),
(1000002026,'17'),
(1000002027,'3'),
(1000002027,'4'),
(1000002027,'5'),
(1000002028,'18'),
(1000002028,'6'),
(1000002029,'7'),
(1000002029,'19'),
(1000002030,'20'),
(1000002030,'27'),
(1000002031,'8'),
(1000002031,'9'),
(1000002031,'21'),
(1000002032,'22'),
(1000002033,'30'),
(1000002033,'10'),
(1000002033,'28'),
(1000002034,'23'),
(1000002034,'11'),
(1000002035,'12'),
(1000002035,'29'),
(1000002036,'13'),
(1000002036,'14'),
(1000002037,'15'),
(1000002037,'24'),
(1000002037,'25'),
(1000002038,'1'),
(1000002039,'2'),
(1000002040,'26'),
(1000002040,'16'),
(1000002041,'17'),
(1000002042,'3'),
(1000002043,'4'),
(1000002043,'5'),
(1000002044,'18'),
(1000002044,'6'),
(1000002045,'7'),
(1000002046,'19'),
(1000002047,'20'),
(1000002047,'27'),
(1000002047,'8'),
(1000002048,'9'),
(1000002048,'21'),
(1000002048,'22'),
(1000002049,'30'),
(1000002049,'10'),
(1000002050,'28'),
(1000002051,'23'),
(1000002052,'11'),
(1000002052,'12'),
(1000002052,'29'),
(1000002053,'13'),
(1000002053,'14'),
(1000002053,'15'),
(1000002054,'24'),
(1000002055,'25'),
(1000002056,'1'),
(1000002056,'2'),
(1000002056,'26'),
(1000002057,'16'),
(1000002058,'17'),
(1000002059,'3'),
(1000002059,'4'),
(1000002060,'5'),
(1000002060,'18'),
(1000002060,'6'),
(1000002061,'7'),
(1000002061,'19'),
(1000002062,'20'),
(1000002063,'27'),
(1000002064,'8'),
(1000002064,'9'),
(1000002065,'21'),
(1000002065,'22'),
(1000002066,'30'),
(1000002066,'10'),
(1000002067,'28'),
(1000002067,'23'),
(1000002068,'11'),
(1000002068,'12'),
(1000002068,'29'),
(1000002069,'13'),
(1000002069,'14'),
(1000002070,'15'),
(1000002071,'24'),
(1000002071,'25'),
(1000002072,'1'),
(1000002073,'2'),
(1000002073,'26'),
(1000002073,'16'),
(1000002074,'17'),
(1000002074,'3'),
(1000002075,'4'),
(1000002076,'5'),
(1000002076,'18'),
(1000002076,'6'),
(1000002077,'7'),
(1000002077,'19'),
(1000002077,'20'),
(1000002078,'27'),
(1000002078,'8'),
(1000002078,'9'),
(1000002079,'21'),
(1000002079,'22'),
(1000002079,'30'),
(1000002080,'10'),
(1000002080,'28'),
(1000002081,'23'),
(1000002082,'11'),
(1000002082,'12'),
(1000002082,'29'),
(1000002083,'13'),
(1000002084,'14'),
(1000002084,'15'),
(1000002085,'24'),
(1000002085,'25'),
(1000002085,'1'),
(1000002086,'2'),
(1000002086,'26'),
(1000002086,'16'),
(1000002087,'17'),
(1000002087,'3'),
(1000002088,'4'),
(1000002089,'5'),
(1000002089,'18'),
(1000002090,'6'),
(1000002090,'7'),
(1000002090,'19'),
(1000002091,'20'),
(1000002091,'27'),
(1000002091,'8'),
(1000002092,'9'),
(1000002092,'21'),
(1000002093,'22'),
(1000002093,'30'),
(1000002094,'10'),
(1000002095,'28'),
(1000002096,'23'),
(1000002097,'11'),
(1000002097,'12'),
(1000002097,'29'),
(1000002098,'13'),
(1000002098,'14'),
(1000002099,'15'),
(1000002099,'24'),
(1000002099,'25'),
(1000002100,'1'),
(1000002101,'2'),
(1000002101,'26'),
(1000002101,'16'),
(1000002102,'17'),
(1000002103,'3'),
(1000002103,'4'),
(1000002104,'5'),
(1000002105,'18'),
(1000002106,'6'),
(1000002106,'7'),
(1000002106,'19'),
(1000002107,'20'),
(1000002107,'27'),
(1000002108,'8'),
(1000002108,'9'),
(1000002109,'21'),
(1000002110,'22'),
(1000002111,'30'),
(1000002112,'10'),
(1000002113,'28'),
(1000002113,'23'),
(1000002113,'11'),
(1000002114,'12'),
(1000002114,'29'),
(1000002115,'13'),
(1000002115,'14'),
(1000002115,'15'),
(1000002116,'24'),
(1000002117,'25'),
(1000002117,'1'),
(1000002117,'2'),
(1000002118,'26'),
(1000002118,'16'),
(1000002119,'17'),
(1000002119,'3'),
(1000002120,'4'),
(1000002120,'5'),
(1000002121,'18'),
(1000002122,'6'),
(1000002122,'7'),
(1000002123,'19'),
(1000002123,'20'),
(1000002123,'27'),
(1000002124,'8'),
(1000002124,'9'),
(1000002125,'21'),
(1000002125,'22'),
(1000002125,'30'),
(1000002126,'10'),
(1000002127,'28'),
(1000002128,'23'),
(1000002129,'11'),
(1000002130,'12'),
(1000002130,'29'),
(1000002130,'13'),
(1000002131,'14'),
(1000002131,'15'),
(1000002131,'24'),
(1000002132,'25'),
(1000002132,'1'),
(1000002133,'2'),
(1000002134,'26'),
(1000002135,'16'),
(1000002135,'17'),
(1000002135,'3'),
(1000002136,'4'),
(1000002137,'5'),
(1000002137,'18'),
(1000002138,'6'),
(1000002138,'7'),
(1000002138,'19'),
(1000002139,'20'),
(1000002139,'27'),
(1000002140,'8'),
(1000002141,'9'),
(1000002141,'21'),
(1000002142,'22'),
(1000002142,'30'),
(1000002143,'10'),
(1000002144,'28'),
(1000002145,'23'),
(1000002146,'11'),
(1000002146,'12'),
(1000002147,'29'),
(1000002147,'13'),
(1000002148,'14'),
(1000002148,'15'),
(1000002148,'24'),
(1000002149,'25'),
(1000002149,'1'),
(1000002150,'2'),
(1000002151,'26'),
(1000002152,'16'),
(1000002152,'17'),
(1000002152,'3'),
(1000002153,'4'),
(1000002153,'5'),
(1000002154,'18'),
(1000002154,'6'),
(1000002155,'7'),
(1000002155,'19'),
(1000002155,'20'),
(1000002156,'27'),
(1000002157,'8'),
(1000002158,'9'),
(1000002158,'21'),
(1000002158,'22'),
(1000002159,'30'),
(1000002160,'10'),
(1000002160,'28'),
(1000002161,'23'),
(1000002162,'11'),
(1000002162,'12'),
(1000002162,'29'),
(1000002163,'13'),
(1000002164,'14'),
(1000002165,'15'),
(1000002165,'24'),
(1000002165,'25'),
(1000002166,'1'),
(1000002167,'2'),
(1000002167,'26'),
(1000002168,'16'),
(1000002168,'17'),
(1000002169,'3'),
(1000002170,'4'),
(1000002170,'5'),
(1000002171,'18'),
(1000002172,'6'),
(1000002173,'7'),
(1000002173,'19'),
(1000002174,'20'),
(1000002174,'27'),
(1000002175,'8'),
(1000002176,'9'),
(1000002177,'21'),
(1000002178,'22'),
(1000002178,'30'),
(1000002178,'10'),
(1000002179,'28'),
(1000002179,'23'),
(1000002180,'11'),
(1000002180,'12'),
(1000002180,'29'),
(1000002181,'13'),
(1000002181,'14'),
(1000002182,'15'),
(1000002183,'24'),
(1000002183,'25'),
(1000002183,'1'),
(1000002184,'2'),
(1000002184,'26'),
(1000002185,'16'),
(1000002185,'17'),
(1000002185,'3'),
(1000002186,'4'),
(1000002186,'5'),
(1000002187,'18'),
(1000002187,'6'),
(1000002188,'7'),
(1000002189,'19'),
(1000002189,'20'),
(1000002189,'27'),
(1000002190,'8'),
(1000002191,'9'),
(1000002192,'21'),
(1000002192,'22'),
(1000002193,'30'),
(1000002193,'10'),
(1000002194,'28'),
(1000002194,'23'),
(1000002194,'11'),
(1000002195,'12'),
(1000002195,'29'),
(1000002195,'13'),
(1000002196,'14'),
(1000002197,'15'),
(1000002197,'24'),
(1000002198,'25'),
(1000002198,'1'),
(1000002198,'2'),
(1000002199,'26'),
(1000002199,'16'),
(1000002200,'17'),
(1000002201,'3'),
(1000002202,'4'),
(1000002202,'5'),
(1000002202,'18'),
(1000002203,'6'),
(1000002203,'7'),
(1000002204,'19'),
(1000002204,'20'),
(1000002205,'27'),
(1000002205,'8'),
(1000002206,'9'),
(1000002207,'21'),
(1000002207,'22'),
(1000002208,'30'),
(1000002209,'10'),
(1000002209,'28'),
(1000002209,'23'),
(1000002210,'11'),
(1000002210,'12'),
(1000002210,'29'),
(1000002211,'13'),
(1000002212,'14'),
(1000002212,'15'),
(1000002213,'24'),
(1000002214,'25'),
(1000002215,'1'),
(1000002216,'2'),
(1000002216,'26'),
(1000002216,'16'),
(1000002217,'17'),
(1000002217,'3'),
(1000002217,'4'),
(1000002218,'5'),
(1000002218,'18'),
(1000002218,'6'),
(1000002219,'7'),
(1000002220,'19'),
(1000002220,'20'),
(1000002220,'27'),
(1000002221,'8'),
(1000002221,'9'),
(1000002222,'21'),
(1000002223,'22'),
(1000002223,'30'),
(1000002223,'10'),
(1000002224,'28'),
(1000002224,'23'),
(1000002225,'11'),
(1000002225,'12'),
(1000002226,'29'),
(1000002226,'13'),
(1000002227,'14'),
(1000002228,'15'),
(1000002228,'24'),
(1000002229,'25'),
(1000002229,'1'),
(1000002229,'2'),
(1000002230,'26'),
(1000002230,'16'),
(1000002230,'17'),
(1000002231,'3'),
(1000002232,'4'),
(1000002232,'5'),
(1000002233,'18'),
(1000002233,'6'),
(1000002233,'7'),
(1000002234,'19'),
(1000002234,'20'),
(1000002235,'27'),
(1000002236,'8'),
(1000002236,'9'),
(1000002237,'21'),
(1000002238,'22'),
(1000002238,'30'),
(1000002239,'10'),
(1000002240,'28'),
(1000002240,'23'),
(1000002240,'11'),
(1000002241,'12'),
(1000002242,'29'),
(1000002243,'13'),
(1000002244,'14'),
(1000002244,'15'),
(1000002245,'24'),
(1000002245,'25'),
(1000002245,'1'),
(1000002246,'2'),
(1000002246,'26'),
(1000002246,'16'),
(1000002247,'17'),
(1000002247,'3'),
(1000002247,'4'),
(1000002248,'5'),
(1000002248,'18'),
(1000002248,'6'),
(1000002249,'7'),
(1000002249,'19'),
(1000002249,'20'),
(1000002250,'27'),
(1000002250,'8'),
(1000002251,'9'),
(1000002251,'21'),
(1000002252,'22'),
(1000002253,'30'),
(1000002253,'10'),
(1000002254,'28'),
(1000002255,'23'),
(1000002255,'11'),
(1000002256,'12'),
(1000002256,'29'),
(1000002257,'13'),
(1000002258,'14'),
(1000002258,'15'),
(1000002258,'24'),
(1000002259,'25'),
(1000002259,'1'),
(1000002259,'2'),
(1000002260,'26'),
(1000002261,'16'),
(1000002262,'17'),
(1000002263,'3'),
(1000002264,'4'),
(1000002264,'5'),
(1000002265,'18'),
(1000002266,'6'),
(1000002266,'7'),
(1000002267,'19'),
(1000002267,'20'),
(1000002267,'27'),
(1000002268,'8'),
(1000002268,'9'),
(1000002268,'21'),
(1000002269,'22'),
(1000002269,'30'),
(1000002270,'10'),
(1000002271,'28'),
(1000002272,'23'),
(1000002273,'11'),
(1000002273,'12'),
(1000002274,'29'),
(1000002274,'13'),
(1000002274,'14'),
(1000002275,'15'),
(1000002275,'24'),
(1000002276,'25'),
(1000002276,'1'),
(1000002276,'2'),
(1000002277,'26'),
(1000002277,'16'),
(1000002277,'17'),
(1000002278,'3'),
(1000002279,'4'),
(1000002279,'5'),
(1000002279,'18'),
(1000002280,'6'),
(1000002280,'7'),
(1000002280,'19'),
(1000002281,'20'),
(1000002281,'27'),
(1000002281,'8'),
(1000002282,'9'),
(1000002282,'21'),
(1000002283,'22'),
(1000002283,'30'),
(1000002283,'10'),
(1000002284,'28'),
(1000002284,'23'),
(1000002284,'11'),
(1000002285,'12'),
(1000002285,'29'),
(1000002286,'13'),
(1000002286,'14'),
(1000002286,'15'),
(1000002287,'24'),
(1000002287,'25'),
(1000002287,'1'),
(1000002288,'2'),
(1000002288,'26'),
(1000002288,'16'),
(1000002289,'17'),
(1000002289,'3'),
(1000002289,'4'),
(1000002290,'5'),
(1000002290,'18'),
(1000002291,'6'),
(1000002291,'7'),
(1000002291,'19'),
(1000002292,'20'),
(1000002292,'27'),
(1000002292,'8'),
(1000002293,'9'),
(1000002293,'21'),
(1000002294,'22'),
(1000002294,'30'),
(1000002294,'10'),
(1000002295,'28'),
(1000002296,'23'),
(1000002297,'11'),
(1000002298,'12'),
(1000002299,'29'),
(1000002299,'13'),
(1000002300,'14'),
(1000002301,'15'),
(1000002302,'24'),
(1000002303,'25'),
(1000002303,'1'),
(1000002303,'2'),
(1000002304,'26'),
(1000002305,'16'),
(1000002306,'17'),
(1000002307,'3'),
(1000002307,'4'),
(1000002307,'5'),
(1000002308,'18'),
(1000002309,'6'),
(1000002310,'7'),
(1000002310,'19'),
(1000002311,'20'),
(1000002312,'27'),
(1000002312,'8'),
(1000002313,'9'),
(1000002314,'21'),
(1000002314,'22'),
(1000002315,'30'),
(1000002315,'10'),
(1000002315,'28'),
(1000002316,'23'),
(1000002317,'11'),
(1000002318,'12'),
(1000002318,'29'),
(1000002319,'13'),
(1000002320,'14'),
(1000002320,'15'),
(1000002320,'24'),
(1000002321,'25'),
(1000002322,'1'),
(1000002323,'2'),
(1000002323,'26'),
(1000002323,'16'),
(1000002324,'17'),
(1000002324,'3'),
(1000002325,'4'),
(1000002325,'5'),
(1000002326,'18'),
(1000002327,'6'),
(1000002327,'7'),
(1000002328,'19'),
(1000002329,'20'),
(1000002329,'27'),
(1000002330,'8'),
(1000002330,'9'),
(1000002331,'21'),
(1000002331,'22'),
(1000002332,'30'),
(1000002332,'10'),
(1000002333,'28'),
(1000002333,'23'),
(1000002334,'11'),
(1000002335,'12'),
(1000002335,'29'),
(1000002336,'13'),
(1000002336,'14'),
(1000002337,'15'),
(1000002337,'24'),
(1000002338,'25'),
(1000002339,'1'),
(1000002340,'2'),
(1000002340,'26'),
(1000002341,'16'),
(1000002341,'17'),
(1000002341,'3'),
(1000002342,'4'),
(1000002342,'5'),
(1000002343,'18'),
(1000002343,'6'),
(1000002343,'7'),
(1000002344,'19'),
(1000002344,'20'),
(1000002344,'27'),
(1000002345,'8'),
(1000002346,'9'),
(1000002346,'21'),
(1000002346,'22'),
(1000002347,'30'),
(1000002347,'10'),
(1000002348,'28'),
(1000002348,'23'),
(1000002349,'11'),
(1000002349,'12'),
(1000002350,'29'),
(1000002350,'13'),
(1000002351,'14'),
(1000002352,'15'),
(1000002353,'24'),
(1000002353,'25'),
(1000002354,'1'),
(1000002354,'2'),
(1000002355,'26'),
(1000002355,'16'),
(1000002355,'17'),
(1000002356,'3'),
(1000002356,'4'),
(1000002357,'5'),
(1000002357,'18'),
(1000002357,'6'),
(1000002358,'7'),
(1000002359,'19'),
(1000002359,'20'),
(1000002360,'27'),
(1000002360,'8'),
(1000002361,'9'),
(1000002362,'21'),
(1000002362,'22'),
(1000002362,'30'),
(1000002363,'10'),
(1000002363,'28'),
(1000002363,'23'),
(1000002364,'11'),
(1000002364,'12'),
(1000002365,'29'),
(1000002365,'13'),
(1000002366,'14'),
(1000002366,'15'),
(1000002366,'24'),
(1000002367,'25'),
(1000002368,'1'),
(1000002369,'2'),
(1000002370,'26'),
(1000002370,'16'),
(1000002370,'17'),
(1000002371,'3'),
(1000002371,'4'),
(1000002372,'5'),
(1000002373,'18'),
(1000002373,'6'),
(1000002373,'7'),
(1000002374,'19'),
(1000002375,'20'),
(1000002376,'27'),
(1000002376,'8'),
(1000002376,'9'),
(1000002377,'21'),
(1000002377,'22'),
(1000002377,'30'),
(1000002378,'10'),
(1000002378,'28'),
(1000002379,'23'),
(1000002380,'11'),
(1000002381,'12'),
(1000002381,'29'),
(1000002382,'13'),
(1000002382,'14'),
(1000002383,'15'),
(1000002384,'24'),
(1000002384,'25'),
(1000002385,'1'),
(1000002385,'2'),
(1000002385,'26'),
(1000002386,'16'),
(1000002386,'17'),
(1000002386,'3'),
(1000002387,'4'),
(1000002388,'5'),
(1000002388,'18'),
(1000002389,'6'),
(1000002390,'7'),
(1000002390,'19'),
(1000002391,'20'),
(1000002392,'27'),
(1000002392,'8'),
(1000002392,'9'),
(1000002393,'21'),
(1000002393,'22'),
(1000002394,'30'),
(1000002394,'10'),
(1000002395,'28'),
(1000002395,'23'),
(1000002395,'11'),
(1000002396,'12'),
(1000002396,'29'),
(1000002397,'13'),
(1000002397,'14'),
(1000002398,'15'),
(1000002399,'24'),
(1000002399,'25'),
(1000002399,'1'),
(1000002400,'2'),
(1000002400,'26'),
(1000002400,'16'),
(1000002401,'17'),
(1000002402,'3'),
(1000002402,'4'),
(1000002402,'5'),
(1000002403,'18'),
(1000002404,'6'),
(1000002404,'7'),
(1000002404,'19'),
(1000002405,'20'),
(1000002405,'27'),
(1000002406,'8'),
(1000002407,'9'),
(1000002408,'21'),
(1000002408,'22'),
(1000002409,'30'),
(1000002409,'10'),
(1000002410,'28'),
(1000002411,'23'),
(1000002411,'11'),
(1000002411,'12'),
(1000002412,'29'),
(1000002412,'13'),
(1000002412,'14'),
(1000002413,'15'),
(1000002413,'24'),
(1000002413,'25'),
(1000002414,'1'),
(1000002414,'2'),
(1000002414,'26'),
(1000002415,'16'),
(1000002415,'17'),
(1000002415,'3'),
(1000002416,'4'),
(1000002417,'5'),
(1000002418,'18'),
(1000002418,'6'),
(1000002418,'7'),
(1000002419,'19'),
(1000002419,'20'),
(1000002419,'27'),
(1000002420,'8'),
(1000002420,'9'),
(1000002420,'21'),
(1000002421,'22'),
(1000002421,'30'),
(1000002422,'10'),
(1000002422,'28'),
(1000002422,'23'),
(1000002423,'11'),
(1000002424,'12'),
(1000002424,'29'),
(1000002425,'13'),
(1000002426,'14'),
(1000002426,'15'),
(1000002426,'24'),
(1000002427,'25'),
(1000002428,'1'),
(1000002428,'2'),
(1000002429,'26'),
(1000002429,'16'),
(1000002429,'17'),
(1000002430,'3'),
(1000002431,'4'),
(1000002431,'5'),
(1000002432,'18'),
(1000002432,'6'),
(1000002433,'7'),
(1000002433,'19'),
(1000002433,'20'),
(1000002434,'27'),
(1000002434,'8'),
(1000002435,'9'),
(1000002435,'21'),
(1000002436,'22'),
(1000002436,'30'),
(1000002436,'10'),
(1000002437,'28'),
(1000002437,'23'),
(1000002438,'11'),
(1000002438,'12'),
(1000002438,'29'),
(1000002439,'13'),
(1000002439,'14'),
(1000002440,'15'),
(1000002440,'24'),
(1000002441,'25'),
(1000002441,'1'),
(1000002441,'2'),
(1000002442,'26'),
(1000002442,'16'),
(1000002442,'17'),
(1000002443,'3'),
(1000002443,'4'),
(1000002444,'5'),
(1000002445,'18'),
(1000002445,'6'),
(1000002446,'7'),
(1000002447,'19'),
(1000002448,'20'),
(1000002448,'27'),
(1000002448,'8'),
(1000002449,'9'),
(1000002449,'21'),
(1000002449,'22'),
(1000002450,'30'),
(1000002450,'10'),
(1000002451,'28'),
(1000002451,'23'),
(1000002452,'11'),
(1000002452,'12'),
(1000002452,'29'),
(1000002453,'13'),
(1000002453,'14'),
(1000002454,'15'),
(1000002454,'24'),
(1000002454,'25'),
(1000002455,'1'),
(1000002455,'2'),
(1000002455,'26'),
(1000002456,'16'),
(1000002456,'17'),
(1000002457,'3'),
(1000002458,'4'),
(1000002458,'5'),
(1000002459,'18'),
(1000002459,'6'),
(1000002460,'7'),
(1000002461,'19'),
(1000002462,'20'),
(1000002462,'27'),
(1000002462,'8'),
(1000002463,'9'),
(1000002464,'21'),
(1000002464,'22'),
(1000002464,'30'),
(1000002465,'10'),
(1000002465,'28'),
(1000002465,'23'),
(1000002466,'11'),
(1000002466,'12'),
(1000002466,'29'),
(1000002467,'13'),
(1000002467,'14'),
(1000002468,'15'),
(1000002468,'24'),
(1000002469,'25'),
(1000002470,'1'),
(1000002471,'2'),
(1000002471,'26'),
(1000002471,'16'),
(1000002472,'17'),
(1000002472,'3'),
(1000002472,'4'),
(1000002473,'5'),
(1000002473,'18'),
(1000002473,'6'),
(1000002474,'7'),
(1000002474,'19'),
(1000002474,'20'),
(1000002475,'27'),
(1000002475,'8'),
(1000002475,'9'),
(1000002476,'21'),
(1000002476,'22'),
(1000002477,'30'),
(1000002478,'10'),
(1000002479,'28'),
(1000002480,'23'),
(1000002480,'11'),
(1000002480,'12'),
(1000002481,'29'),
(1000002482,'13'),
(1000002482,'14'),
(1000002483,'15'),
(1000002484,'24'),
(1000002484,'25'),
(1000002485,'1'),
(1000002485,'2'),
(1000002486,'26'),
(1000002486,'16'),
(1000002486,'17'),
(1000002487,'3'),
(1000002487,'4'),
(1000002488,'5'),
(1000002489,'18'),
(1000002490,'6'),
(1000002490,'7'),
(1000002491,'19'),
(1000002491,'20'),
(1000002492,'27'),
(1000002492,'8'),
(1000002493,'9'),
(1000002493,'21'),
(1000002493,'22'),
(1000002494,'30'),
(1000002495,'10'),
(1000002495,'28'),
(1000002495,'23'),
(1000002496,'11'),
(1000002497,'12'),
(1000002497,'29'),
(1000002497,'13'),
(1000002498,'14'),
(1000002498,'15'),
(1000002499,'24'),
(1000002499,'25'),
(1000002500,'1'),
(1000002500,'2'),
(1000002500,'26'),
(1000002501,'16'),
(1000002501,'17'),
(1000002502,'3'),
(1000002502,'4'),
(1000002502,'5'),
(1000002503,'18'),
(1000002503,'6'),
(1000002504,'7'),
(1000002504,'19'),
(1000002505,'20'),
(1000002506,'27'),
(1000002507,'8'),
(1000002508,'9'),
(1000002509,'21'),
(1000002509,'22'),
(1000002510,'30'),
(1000002510,'10'),
(1000002510,'28'),
(1000002511,'23'),
(1000002511,'11'),
(1000002512,'12'),
(1000002512,'29'),
(1000002513,'13'),
(1000002513,'14'),
(1000002513,'15'),
(1000002514,'24'),
(1000002515,'25'),
(1000002515,'1'),
(1000002516,'2'),
(1000002516,'26'),
(1000002516,'16'),
(1000002517,'17'),
(1000002518,'3'),
(1000002519,'4'),
